,CIK Number,Data Year - Fiscal,SIC_2,BigR,SmallR,RES_periodic,RES_annual,Industry Specialization (sale)_national,Industry Specialization (sale)_city,Office Size_sales,Big4,New Client,Tenure,Same MSA,INTEGRATED AUDIT,Historical is accelerated filer,Busy,WorkloadCompression,HI_pre_sq,Auditor resigned_revised,Log_AuditFee,Log_TaxFee,Log_AuditRelatedFee,Log_OtherFee,NonAuditFeeRatio,Influence,AbnormalLAF,Log Audit Report Lag,Due_to_Auditor,Going concern,SOX404auditorWeak,Disc. Accruals,Abs (Disc. Accruals),Abs(Accruals),Abs(Accruals/CFO),DD Residual,Small Profit,Prior ROA meet,Current Assets - Total,Accounts Payable - Trade,Assets - Total,Common/Ordinary Equity - Total,Cash and Short-Term Investments,Cost of Goods Sold,Common Shares Issued,Common Shares Outstanding,Debt in Current Liabilities - Total,Long-Term Debt - Issuance,Long-Term Debt - Total,Depreciation and Amortization,Income Before Extraordinary Items,Inventories - Total,Investment and Advances - Other,Short-Term Investments - Total,Current Liabilities - Total,Liabilities - Total,Net Income (Loss),Operating Activities - Net Cash Flow,Operating Income Before Depreciation,"Property, Plant and Equipment - Total (Gross)","Property, Plant and Equipment - Total (Net)",Preferred/Preference Stock (Capital) - Total,Retained Earnings,Receivables - Total,Sales/Turnover (Net),Sale of Common and Preferred Stock,Income Taxes Payable,Income Taxes - Total,Working Capital (Balance Sheet),Interest and Related Expense - Total,Price Close - Annual - Calendar
42815,924383,2013,36,0,0,0,0,0.0009437093422956156,0.0954765462162809,0.6050079018747319,0.0,0.0,0.3157894736842105,1.0,0.0,0.0,0.0,0.5716615152473898,0.19999101014016013,0.0,0.6175362027535702,0.4758446047686518,0.0,0.0,0.04555834572656866,0.583028266194713,0.8095650753882333,0.5128847812661165,0.0,0.0,0.0,0.5245712299137869,0.03591616867215392,0.0015720227827595201,0.011700503339425457,0.08054425803169962,0.0,0.0,0.00015534415393344324,5.0117285753313676e-06,8.062152204680783e-06,0.28647212626977825,0.0001182121213915363,6.183044153456227e-05,0.0003601806966158068,0.0003601806966158068,0.0,5.6926304832230045e-05,0.0,0.003929157031742695,0.48645467150066146,7.332939089296275e-05,0.0,0.0,2.6295950959192175e-05,8.200281470704949e-07,0.22745456622518995,0.2664623866755865,0.16992478791204152,3.0029967099059078e-06,9.379897731410387e-07,0.0017972015005206178,0.24956861991363963,1.1839236634294626e-05,0.012365864283275517,0.0041001790155885485,0.09564414126341221,0.5542132161815853,0.2600487574311145,0.0010826284457055538,1.327683615819209e-05
42869,924717,2013,38,0,0,0,0,0.117147622421408,0.04542655220417884,0.8653232290232987,1.0,0.0,0.5263157894736842,1.0,1.0,1.0,0.0,0.07376339148221756,0.2304789759565999,0.0,0.6783805989688594,0.5155925332739043,0.0,0.4250578788915406,0.03568875661203749,0.006773889997230817,0.8464235375364297,0.5542442218148624,0.0,0.0,0.0,0.5037175438894347,0.005264715626881826,0.0027607335986975096,0.0075049410072523725,0.03690117546962326,0.0,0.0,0.00021088988570870388,2.9957324942770203e-06,2.9816711025714987e-05,0.28661344102744607,0.00019223579975863884,5.1994265699004414e-05,0.00015207045550865236,0.00015207045550865236,0.0,5.6926304832230045e-05,0.0,0.004025155910587905,0.48651991083239426,5.3190979270222316e-05,0.00017584085762038036,1.4582738333238132e-05,5.927748130220009e-05,2.375678398911162e-06,0.2275570418850097,0.2666458857182403,0.17013655932131855,7.795217837758545e-05,5.083746259914196e-05,0.0017972015005206178,0.24985555725572597,1.2732313379197042e-05,0.012441221503403946,0.004104112876922425,0.09564414126341221,0.5542837390932943,0.26008935977578507,0.0010826284457055538,0.0001722457627118644
42870,924717,2014,38,0,0,0,0,0.09131745336500251,0.03938142018894331,0.8672256967683756,1.0,0.0,0.5789473684210527,1.0,1.0,1.0,0.0,0.01586192585618609,0.18136217071645214,0.0,0.6710692491860243,0.0,0.5744631087274281,0.4342797852406877,0.0900267841300509,0.006315689623824491,0.832583457230616,0.5431648103824693,0.0,0.0,0.0,0.5040365910803531,0.004634665111396168,0.0053033359163313035,0.01423135975287152,0.012054084384397567,0.0,0.0,0.0003258301780844846,3.2281058743362445e-06,3.068438922300383e-05,0.28662353786210676,0.0003480578106538,5.2765678132240846e-05,0.0001489613914121541,0.0001489613914121541,0.0,5.6926304832230045e-05,0.0,0.004019164739681873,0.48650828964773896,4.502373455655538e-05,9.297150825281604e-05,4.341120694579311e-06,4.034161921955284e-05,1.7989037765256246e-06,0.22753392884781215,0.26665186048121065,0.17014735364875702,7.868773444539911e-05,5.197729827283233e-05,0.0017972015005206178,0.2498636092212266,1.1344940147142752e-05,0.01244374409040087,0.0041087438782395225,0.09564414126341221,0.5542896454939289,0.26023189071518443,0.0010826284457055538,0.00015607344632768361
42912,924822,2013,37,0,0,0,0,0.0007751818518191463,1.0,0.6197161421931783,0.0,0.0,0.5263157894736842,1.0,1.0,1.0,1.0,1.0,0.954893275394636,1.0,0.6628498870517838,0.6278292085815189,0.0,0.0,0.2420298036292687,1.0,0.7684772634359683,0.5392499464667834,0.0,0.0,0.0,0.519389806379175,0.02568395644193793,0.0031162424877044306,0.2810307766773112,0.0356284593259757,0.0,1.0,0.0010841319736645098,0.00014880688830062834,6.631009753919911e-05,0.28675344200970804,0.00032049516652741064,0.0009941450944093639,0.00012333350743362446,0.00012333350743362446,0.0,5.6926304832230045e-05,0.0,0.004055672342512789,0.4864937043750918,0.0008658238368469001,0.0,0.0,0.0006260440018251433,1.903707945715192e-05,0.2275132848372285,0.2664558813352096,0.17010161229054996,0.0001750728221463149,0.00012203365681447591,0.0017972015005206178,0.24970891631554004,0.00019299292941111855,0.013112955346736047,0.004114171610966012,0.09585696013643145,0.554276343889194,0.2606952860271748,0.0010853021569807043,0.00013156779661016948
42913,924822,2014,37,0,0,0,0,0.0007233414160900373,1.0,0.6197518900113506,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9569421599578048,0.0,0.6628881230047057,0.6324698434428552,0.0,0.0,0.2576680370844161,1.0,0.7598045526787901,0.5372471059972791,0.0,0.0,0.0,0.5121009932987798,0.0112900969462266,0.0016717587144922076,0.02098285603316382,0.08801260281421397,0.0,0.0,0.0012874479772285606,0.00022175328855435493,7.674973481109716e-05,0.28676617662707604,0.00029607228658140746,0.0012018125245332174,0.00012373856155887248,0.00012373856155887248,0.0,5.6926304832230045e-05,0.0,0.004064676616915423,0.4865215031110675,0.000902392635095178,0.0,0.0,0.0009097645168329795,2.7520179784870098e-05,0.22755510351486205,0.26655647189093173,0.1702138078757439,0.00018306125442695782,0.00012684629632561304,0.0017972015005206178,0.24971995208007552,0.0002781862423198982,0.013283970146620784,0.004092510475773141,0.09617110779506857,0.5543188724144243,0.2607345103286666,0.0010866426355332867,0.00014682203389830507
42994,925528,2013,50,0,0,0,0,0.02496687398447327,0.1740073802459823,0.5981930921781492,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,1.0,1.0,0.42160602476509784,0.0,0.6398287806126607,0.5868528342470846,0.0,0.0,0.1900452488687783,1.0,0.8219579483131744,0.5289099796555369,0.0,0.0,0.0,0.5063223799266344,0.00012071707522927718,0.0009648887172202015,0.0037343751343233774,0.0719067366690809,0.0,0.0,0.0002467671001946983,1.241941510992203e-05,1.5319815183958896e-05,0.286478930480408,5.061000833622342e-06,0.00015567850291919682,0.00027445153837750446,0.00027445153837750446,3.172928418635767e-05,5.6926304832230045e-05,1.3872784987573597e-06,0.003952350921449093,0.4864198618392043,0.0005428900218965269,0.0,0.0,0.00019452655385164758,7.116484441445946e-06,0.22740220075028927,0.26636811691157813,0.1699871586544549,3.072570674154949e-05,1.7952411860623426e-05,0.0017972015005206178,0.24965364605686946,1.5318415290238004e-05,0.01244605051079974,0.0041385217146655846,0.09564414126341221,0.5541695527487949,0.2600391111288637,0.0010893888051085768,2.612994350282486e-05
42995,925528,2014,50,0,0,0,0,0.04241803111464334,0.1930744138065631,0.619787612009593,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,1.0,1.0,0.32785673413636196,0.0,0.6629263313405681,0.5783551713367902,0.5530173158883339,0.47038348375730826,0.1804733727810651,1.0,0.8447649286957322,0.5594468291797239,0.0,0.0,0.0,0.5037201782712301,0.00525951328172601,0.0035496836576825205,0.05931610332404311,0.12359930964208397,0.0,0.0,0.0002553842330316498,7.941517272564553e-06,1.753347699073053e-05,0.2865114945116112,7.049518147866865e-06,0.00016776752336946586,0.00035373267283821,0.00035373267283821,1.3049331428241066e-05,5.6926304832230045e-05,1.3035250119987265e-06,0.003958342092355125,0.486444956151095,0.0005916377643166526,0.0,0.0,0.00011123455075683933,4.670467673951182e-06,0.22743995106168144,0.2664617522895569,0.16991471109610432,3.962363000062868e-05,3.121487485554166e-05,0.0017972015005206178,0.24965230250758547,9.475209956611753e-06,0.012440600024434546,0.004876245204050384,0.09564414126341221,0.5542021355787418,0.260104744596007,0.0010872730227445009,2.6624293785310733e-05
43018,925660,2013,38,0,0,0,0,0.0001940959970204453,0.02782973950899991,0.66005007741758,0.0,0.0,0.10526315789473684,1.0,0.0,0.0,1.0,0.6973870039554013,0.27406744815733275,0.0,0.5312864796382156,0.39531036630827876,0.0,0.0,0.05349794238683128,0.038159818851991184,0.7581475653925569,0.5841274636142633,0.0,1.0,0.0,0.5086145607698226,0.004405132356029217,0.006938086867646699,0.033528511544347585,0.015834909074959987,0.0,0.0,5.068901668795006e-07,6.845594169312269e-07,1.5858676694210428e-06,0.2864305131500324,3.2145204703952835e-07,3.866938380725278e-05,0.0005843398390098148,0.0005843398390098148,1.156269873388449e-06,5.6926304832230045e-05,0.0,0.003930453366967977,0.4864437803145362,1.1188006457078013e-07,0.0,0.0,9.86966095978733e-06,2.9161115308618386e-07,0.22743818220679388,0.2664359962167524,0.16990501413919723,1.2280223810222343e-06,2.3350800259629236e-07,0.0017972015005206178,0.2496474899886918,7.402507778602932e-08,0.012333078372551164,0.0040832484731389476,0.09564414126341221,0.554213191774971,0.25988489677990584,0.0010837080743776335,2.909604519774011e-07
43019,925660,2014,38,0,0,0,0,0.0001871485495057612,0.04445626808682097,0.6743568150377249,0.0,0.0,0.15789473684210525,1.0,0.0,0.0,1.0,0.6177048638432877,0.24941673875479625,0.0,0.5264743252901168,0.41008901392884206,0.0,0.0,0.07488986784140969,0.025541927143629874,0.751455292524155,0.5812882147604324,0.0,1.0,0.0,0.5251145302424233,0.03698907155882556,0.008108930992246717,0.04193182912096924,0.000580472023923044,0.0,0.0,8.192759673982627e-07,5.966343542061152e-07,1.5566135157700364e-06,0.2864289394844762,1.9436635402390083e-07,3.8640022088340674e-05,0.0005843398390098148,0.0005843398390098148,1.8686147061009754e-06,5.6926304832230045e-05,0.0,0.003929752645224581,0.48644368722747533,0.0,0.0,0.0,1.6505644057372984e-05,4.876793555129748e-07,0.22743804217244862,0.26643650372557615,0.16990619592284642,1.2280223810222343e-06,0.0,0.0017972015005206178,0.2496456631348737,2.57893819383586e-07,0.012333404552507156,0.0040832484731389476,0.09564414126341221,0.554213191774971,0.2598807959364369,0.0010838964659579966,1.4124293785310734e-06
43069,926282,2013,36,0,1,1,0,0.1783002590048038,1.0,0.8128170021283915,1.0,0.0,0.6842105263157895,0.0,1.0,1.0,1.0,1.0,0.25988359143930106,0.0,0.7365648498977465,0.0,0.5983703416414985,0.0,0.03886159620785063,0.07401502992986321,0.8197041727015416,0.5267388256474432,0.0,0.0,0.0,0.5161823045045335,0.0193498207182494,0.0015541780221862947,0.009741792754697024,0.014750882303073075,0.0,0.0,0.002237631277259308,0.00015067215570272537,0.00023107797460622447,0.2876587089803302,0.0012264965476648198,0.0008880505269912045,0.0008719830049798559,0.0006231046135369286,6.194302893152405e-07,5.6926304832230045e-05,1.3721315915776069e-05,0.00443654964613552,0.48667284307481257,0.0014402320712196526,0.001290460555594015,0.00015102530416404868,0.001014789612553812,5.4304737464970025e-05,0.22778276987934937,0.2671314678539297,0.17057878909382518,0.0005994153272281482,0.000303714756122659,0.0017972015005206178,0.2513560592206668,0.0002484926345047603,0.013571487162502659,0.00426395711593189,0.09599957365167341,0.5543969857831472,0.26173723312895686,0.0010994750004880065,0.00019074858757062147
43070,926282,2014,36,0,0,0,0,0.1792506967138431,1.0,0.7829141745022252,1.0,0.0,0.7368421052631579,0.0,1.0,1.0,1.0,1.0,0.27256768644434104,0.0,0.7399663298781792,0.0,0.6034645710671724,0.0,0.03988004155887804,0.12057926386633638,0.8219592852639419,0.5199974375624172,0.0,0.0,0.0,0.5064582983503281,0.000146971533443796,0.0013344045671574256,0.008372145753529587,0.02808586510324169,0.0,0.0,0.002069349635927022,0.00017338194333229708,0.00021609867777076328,0.2875449446249806,0.000899811560324648,0.0008496267139239439,0.0008719830049798559,0.000584930999084501,2.477721157260962e-06,5.6926304832230045e-05,8.553547583860406e-06,0.004444152477051363,0.48666709127431285,0.0013858743427046206,0.0012394008920359584,6.700034272005483e-05,0.001180480885591287,5.559105038044265e-05,0.22777411723085766,0.26708617269141155,0.17056679187945806,0.0006199249774722857,0.00029615147149619265,0.0017972015005206178,0.2513793324799308,0.00029083975480983913,0.013548834061062043,0.0042246185025931115,0.09670297733248064,0.5543997315272439,0.26143596093547167,0.0010875338726250034,0.000153954802259887
43099,926326,2013,35,0,0,0,0,0.2678351114034338,0.721595555749291,0.9136693524707993,1.0,0.0,0.631578947368421,1.0,1.0,1.0,1.0,0.1917908805032639,0.25869943547817453,0.0,0.7676083424439553,0.7045176386095444,0.0,0.0,0.1504874947011446,0.017339659001884344,0.8546768428245454,0.5611354888151727,0.0,0.0,0.0,0.5096129627851179,0.006376764523007026,0.005582008994095298,0.02359228234797686,0.004053071433654738,0.0,1.0,0.0013779101898014276,5.1721918148046966e-05,0.00014407699927274174,0.2871356360555633,0.0007814947801270989,0.00046201465482361917,0.00045803958379396845,0.0003832030973022005,0.0,5.6926304832230045e-05,0.0,0.004567479503889006,0.48656596443094413,0.0005027730273147186,5.679064845673823e-05,0.0,0.0009165790465609935,4.2057655188421834e-05,0.2276219883402982,0.2670795520081201,0.17050558181741443,0.00015859930006915484,0.00013952696819541848,0.0017972015005206178,0.2497577617961761,0.00015241763516143437,0.013067434907315675,0.005311360145005117,0.09576238186598451,0.5543480383183843,0.26083211173467014,0.0010835124369672569,0.00018029661016949152
43140,926617,2013,28,0,0,0,0,0.02150579775739196,0.2717057691307288,0.7068213713796561,0.0,0.0,0.05263157894736842,1.0,0.0,0.0,1.0,0.6800626207530642,0.2785043395268708,0.0,0.6327870104649721,0.5617442384759871,0.0,0.0,0.145283759900504,0.08572268963629943,0.8135700147421583,0.5783851572500348,0.0,0.0,0.0,0.5258487595482398,0.03843901866941657,0.001706489325934588,0.003015199144812027,0.023107704572293223,0.0,0.0,0.0001782956691640104,1.6988378190816229e-06,8.963472678668281e-06,0.2864762292599475,0.0002206207630751293,3.887758508681141e-05,0.00039220186732798066,0.00039220186732798066,2.2836329999421865e-06,5.6926304832230045e-05,0.0,0.003926564361292131,0.48640527656655724,0.0,0.0,0.0,3.5292717281329974e-05,1.1353784995536445e-06,0.22738025957945476,0.26634727444693074,0.1698202950238467,1.5193109662817746e-06,1.5474852375449206e-06,0.0017972015005206178,0.2490655540088152,8.90688839167385e-07,0.012337835967767243,0.0055792112857004144,0.09564712570169828,0.554213191774971,0.2600686425276108,0.0010826284457055538,1.6666666666666667e-05
43141,926617,2014,28,0,0,0,0,0.01905560373318325,0.2806799577348676,0.7251062519332693,0.0,0.0,0.10526315789473684,1.0,0.0,0.0,1.0,1.0,0.4945119014253525,0.0,0.655721635658167,0.5436456807214736,0.0,0.0,0.073511938982791,0.11105380549277451,0.8401000816607401,0.5827156394785591,0.0,0.0,0.0,0.5079594979869441,0.003111522332884994,0.008728085936127805,0.005953306712530722,0.008004547007136691,0.0,0.0,0.000139494995110897,3.526423051439302e-06,7.071899103594224e-06,0.2864608589062513,0.00017173762503811823,4.085549724261829e-05,0.0004720084774106296,0.0004720084774106296,2.2836329999421865e-06,5.6926304832230045e-05,0.0,0.003928981851306846,0.4863543726422027,0.0,0.0,0.0,4.8792826393159676e-05,1.4416434794280785e-06,0.22730368290328049,0.266248264089137,0.169721088507154,2.0117772794903497e-06,2.010543479981636e-06,0.0017972015005206178,0.24902970923354245,3.9878025775054505e-07,0.01233774911511624,0.004607447944806432,0.0956457755986641,0.554213191774971,0.26001575762417367,0.0010826284457055538,1.4053672316384181e-05
43180,927003,2013,36,0,0,0,0,0.03262440220465847,0.2262975641125515,0.7089799152977783,0.0,0.0,0.47368421052631576,1.0,1.0,1.0,1.0,0.9021706809396373,0.15523322472573903,0.0,0.7454016862147163,0.0,0.0,0.5852135296540697,0.02947678703021371,0.7622505568652224,0.8222454487205745,0.5352127234393281,0.0,0.0,0.0,0.5084403488676453,0.00406110080867544,0.00043469036034132037,0.003811651194697249,0.03249731890495408,0.0,0.0,0.0024576510800435507,0.00017466627728424602,0.00019102289488573035,0.28737192122258876,0.0011191091370666149,0.0009377999558170192,0.00044341384564987795,0.00044341384564987795,2.8206790607785e-05,5.6926304832230045e-05,0.0,0.004585207763996917,0.4866056832100338,0.001754455223999872,0.0,1.651910664305706e-05,0.0012136905588509533,5.5249323139740646e-05,0.22768173878435446,0.2668494774965974,0.17076754737686237,0.00021074414803327814,0.0001380784270267703,0.0017972015005206178,0.2500827980906672,0.0003242990899691244,0.013388633381256695,0.005394718168712856,0.09580928018190862,0.553995948502044,0.2618522498052765,0.0010849471113100204,0.0001614406779661017
43181,927003,2014,36,0,0,0,0,0.03567548290445989,0.2720394580014707,0.7265894168248013,0.0,0.0,0.5263157894736842,1.0,1.0,1.0,1.0,0.7135555561109598,0.16875268462159687,0.0,0.7593084498317563,0.0,0.0,0.6390339213495989,0.0582737768004398,0.6859673398466769,0.8350987845100056,0.524530556103225,0.0,0.0,0.0,0.5170748431459061,0.02111239518088238,0.0036718498365623646,0.01577130183339235,0.018167307215738913,0.0,0.0,0.0022206209863103055,0.00016655519024785448,0.0002002648671071562,0.2873934143426621,0.0009596913486220114,0.0010415829551826434,0.00044460711320804105,0.00044460711320804105,0.0,5.6926304832230045e-05,0.0,0.004656961670520637,0.48667866346577826,0.0015196828999312737,0.0,4.402524704403953e-06,0.0011166107881841808,6.143001420248893e-05,0.2277915257110428,0.2673139634132275,0.17074257164563372,0.0002267105345879,0.00011468013361407063,0.0017972015005206178,0.25012814474504286,0.0003097233133624817,0.01345829692759712,0.0048715644070202,0.09575037305478576,0.5541240588199402,0.26164968411522305,0.001084294986608764,0.0001673728813559322
43200,927066,2013,80,0,0,0,0,0.128639092292244,1.0,0.8381181209493905,1.0,0.0,0.6842105263157895,0.0,1.0,1.0,1.0,1.0,0.16564453862206724,0.0,0.8074256537794302,0.6953263269871348,0.7796761130219919,0.0,0.2553756100293374,0.20297565072480134,0.8017901812748115,0.5128847812661165,0.0,0.0,0.0,0.5067884403444224,0.0007989319314142802,0.005858380623381048,0.026990651155060528,0.008959815161084654,0.0,0.0,0.02046586141583937,0.0022700900917874854,0.005002131750176549,0.2954919884256796,0.007124708024358111,0.022337525573756883,0.0023335825000065412,0.0023335825000065412,0.000567185473946762,0.5391172925849421,0.0024179307899201193,0.016996251138672834,0.4894870266033021,0.0014193584477440184,0.00039339082449044177,9.711829553892729e-06,0.02442169738329994,0.0034571413666393326,0.23211389951430192,0.2868963643913354,0.19342955725319713,0.008314654540120288,0.008665169313090696,0.0017972015005206178,0.25595797676406157,0.004354114480976749,0.03503819297076404,0.004901043469167739,0.09564414126341221,0.5588628104216242,0.26661626490383655,0.004244353618126238,0.0004475282485875706
43201,927066,2014,80,0,0,0,0,0.07645368533639624,1.0,0.8446144209296689,1.0,0.0,0.7368421052631579,0.0,1.0,1.0,1.0,0.7831105063844882,0.1898258718785846,0.0,0.8133798182091703,0.7170270551870397,0.7313080436891172,0.0,0.1638083481635684,0.18312176268476346,0.8053636958513917,0.524530556103225,0.0,0.0,0.0,0.5024309082273931,0.007805548096767787,0.003606100981338306,0.021025986624611363,0.010357020017882392,0.0,0.0,0.022850125409047843,0.0023859093806621384,0.005248989415262126,0.29700228580549576,0.009738113166789478,0.02481438408828448,0.0023607101789893674,0.0023607101789893674,0.000248090089941278,0.4883098417448726,0.002489818902389766,0.018930313222619295,0.48999124981627556,0.002175028369587802,0.0004420077731736503,0.00048180584908893585,0.020717876485408772,0.0034443641089095854,0.2327747731812118,0.28327535813974947,0.19351935170725532,0.009427282633751755,0.009772108062754288,0.0017972015005206178,0.2572655898367961,0.00476120942649668,0.03702819179149805,0.005054264878336624,0.09564414126341221,0.5596600524742206,0.27179501774147374,0.004112704132602631,0.0005348870056497175
43287,927720,2013,48,0,1,1,1,0.003597827939802338,0.3018354307315948,0.7104219621534237,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.05329311354444965,0.0,0.677809296023263,0.0,0.0,0.0,0.03926701570680628,0.15020421737116393,0.7927359255602029,0.6024259655989963,0.0,0.0,0.0,0.4985932666108662,0.015384076125118393,0.01821512693909819,0.5582667442757827,0.00905833224100281,0.0,0.0,0.00033163583871676725,6.5975198851949895e-06,0.0001350804694004478,0.28631003257835586,0.0001762304780676707,0.00033059960871452296,7.95548196804677e-05,7.95548196804677e-05,0.0002676971233657364,5.6926304832230045e-05,8.149511259795e-05,0.004105038189335015,0.4860145705746901,0.0,0.0,0.0,0.0015625111591644016,0.00015128522853229029,0.2267925059514597,0.26652454497220235,0.1703813995694931,0.00021159286657306315,0.00014018395681289283,0.0017972015005206178,0.24860366602350462,7.144852749792849e-05,0.012629676315610181,0.0040832484731389476,0.09578483621118454,0.5541840990908536,0.2592168587272739,0.002019557741490436,2.337641242937853e-05
43288,927720,2014,48,0,1,1,1,0.004034968158316224,0.3177234490944162,0.7152557092762348,0.0,0.0,0.05263157894736842,1.0,0.0,0.0,1.0,1.0,0.07477620701815396,0.0,0.6803422021775513,0.0,0.0,0.5892074305625181,0.1309255079006772,0.20217166944678708,0.7938206309978407,0.5827156394785591,0.0,0.0,0.0,0.5074250809761521,0.0020561621143402203,0.00473137478499038,0.23172600919219732,0.0008886610374933184,0.0,0.0,0.0003142070686765035,6.029147158293375e-06,0.00013217406923522035,0.28626960431213017,0.00017940762039306138,0.0003246738799886238,7.95548196804677e-05,7.95548196804677e-05,0.0002822867714467414,5.6926304832230045e-05,8.184646144488427e-05,0.004103601709761054,0.48635073734750867,0.0,0.0,0.0,0.0015982998393080327,0.00015416353319003845,0.22729821419358642,0.2664925949848901,0.17032575022158442,0.0002137806743645089,0.00012816027356056167,0.0017972015005206178,0.24856679865794357,6.062653870675801e-05,0.012615212454129736,0.0040832484731389476,0.09576977190364529,0.5542844834950271,0.259173154121148,0.0014409927065358995,2.0480225988700566e-05
43306,927761,2013,28,0,0,0,0,0.0001192562391344033,0.01676368030906115,0.6910457649032786,0.0,0.0,0.6842105263157895,0.0,0.0,0.0,1.0,0.8342805668701296,0.16564453862206724,0.0,0.5715831633533284,0.5214170063704887,0.0,0.0,0.2064172156629029,0.04511697724872755,0.7694015494807009,0.5783851572500348,0.0,1.0,0.0,0.5417869965129214,0.06991365534188597,0.03788480986409099,0.09926680297752072,0.025724683076913595,0.0,0.0,3.303037785107816e-05,3.7116937193243583e-06,5.28856589702889e-06,0.286345050218144,3.1173372933833327e-06,4.614594514114628e-05,0.003266914783848285,0.003266914783848285,8.252050314257634e-05,5.6926304832230045e-05,0.0,0.003925022773456661,0.48648901082749496,0.0,0.0,0.0,0.0005496756402880552,1.6240836229417966e-05,0.22750622415813562,0.26637308819119243,0.16994698856202253,1.1483895303757415e-06,6.371998036949673e-07,0.0017972015005206178,0.2495223924880667,1.2214137834694838e-05,0.012344535202247977,0.004086335807350345,0.09564414126341221,0.5542139971932394,0.25955934572906475,0.0011085033046853985,8.47457627118644e-08
43307,927761,2014,28,0,0,0,0,0.0001166233502482283,0.01401131716844097,0.6872984812336516,0.0,0.0,0.7368421052631579,0.0,0.0,0.0,1.0,0.8143496558940532,0.1898258718785846,0.0,0.582862319959747,0.5342524871634634,0.0,0.0,0.2096510783907093,0.057807798216674866,0.7824369132688325,0.5812882147604324,0.0,1.0,0.0,0.48291919589850757,0.04633704049271404,0.04968023652205169,0.0873888693738408,0.02597755961870471,0.0,0.0,1.3868750728691452e-05,2.7539385717829632e-06,3.8975308909235475e-06,0.2863469451652247,1.4659708470802676e-05,4.805712611760746e-05,0.003325362999380694,0.003325362999380694,6.912842028758083e-05,5.6926304832230045e-05,0.0,0.003925443206502698,0.4864291803439322,0.0,0.0,0.0,0.0004933243398734302,1.4575868429736953e-05,0.22741621892527325,0.26648356363468595,0.169906364749082,1.1148599090509023e-06,6.174109899156205e-07,0.0017972015005206178,0.2495347587396015,8.023363269711565e-07,0.012338486397620314,0.0040832484731389476,0.09564414126341221,0.5542129233022149,0.2595755227576841,0.0011055180227196478,1.7655367231638418e-07
43342,928022,2013,13,0,0,0,0,0.2225713348972612,0.2303786887765238,0.7888034173272946,1.0,0.0,0.5263157894736842,0.0,1.0,1.0,1.0,0.8699586649211157,0.3682195287122673,0.0,0.6928289698705101,0.5392190249311176,0.0,0.6466162980654545,0.2222399489470326,0.06364523972970261,0.8263498693964757,0.5524623918741902,0.0,0.0,0.0,0.503104667172622,0.006475017119414417,0.010537706914202171,0.03842271770988805,0.0338951331647884,1.0,0.0,0.0001742582300440981,0.00018099060143883085,0.00012402386202805006,0.2869925552727005,2.2576399582776174e-05,0.00010699944221008732,0.0004416732076521906,0.0004416732076521906,0.0,0.000707512645772002,2.249701813827285e-05,0.005527012823207904,0.4864695703297242,0.0,3.510784536724784e-07,0.0,0.0006228599202491717,4.245477389438342e-05,0.2274769790906612,0.2670781563588549,0.1705083357953826,0.0036993524591881644,0.001311768803330853,0.001797315608552397,0.2494562991934972,4.915742746139353e-05,0.012530847649062793,0.007570691239191218,0.09564414126341221,0.5542510708401976,0.25966974229926837,0.0011587386441721708,4.611581920903955e-05
43357,928054,2013,28,0,0,0,0,0.002756364811533015,0.03359398765018281,0.7347642777029412,0.0,0.0,0.10526315789473684,1.0,1.0,1.0,1.0,0.7260481473373491,0.1551775019471283,0.0,0.711797264011165,0.4682342375629017,0.5842652784940869,0.0,0.05406882003812188,0.2474497128661222,0.81400238413687,0.48283448833443265,0.0,0.0,0.0,0.5111752782953666,0.009462006207002988,0.0007884999285036574,0.0035513012365175206,0.030675320867462757,0.0,0.0,0.000811389699453091,6.248645797024992e-05,0.00010987304282398538,0.286932543158136,2.046827220451694e-05,0.000614377952752921,0.0006378617205865048,0.0005671195649823791,5.4540836974206924e-05,0.0002699120081973879,1.059986504402701e-05,0.004453402004064186,0.48662573122335995,0.0010090303194974987,0.0,0.0,0.0006205884103398338,3.68775274187753e-05,0.2277118977601875,0.26689829061800735,0.17070246486303972,0.0002711456652486431,0.00031311444266784874,0.0017972015005206178,0.24968333289792383,0.0001552520792689188,0.013049060746481163,0.004164813851175553,0.09588296738435302,0.5544666788699737,0.2603908916005938,0.0010977867220947546,0.00014173728813559323
